query_id	nugget_id	timestamp	importance	nugget_len	nugget_text
1	VMTS13.01.080	1330023559	1	2	55 dead
1	VMTS13.01.081	1330029016	1	3	over 700 injured
1	VMTS13.01.082	1330029132	1	10	a train crashed in the Balvanera ''barrio'' of Buenos Aires
1	VMTS13.01.083	1330031198	2	10	second fatal accident on the Sarmiento Line within six months
1	VMTS13.01.084	1330033703	1	3	3 children killed
1	VMTS13.01.085	1330033703	1	4	12 victims remain unidentified
1	VMTS13.01.086	1330041211	2	7	 the poor condition of the railroad
1	VMTS13.01.087	1330055744	2	10	The train driver's blood test showed negative for alcohol 
1	VMTS13.01.088	1330070540	1	3	50 confirmed dead
1	VMTS13.01.089	1330076151	1	6	following the 2011 Flores rail crash
1	VMTS13.01.090	1330138068	1	4	28 year old conductor/driver
1	VMTS13.01.091	1330138068	2	8	the conductor seemed to struggle with the brakes
1	VMTS13.01.092	1330168499	1	5	The driver, Marcos Antonio Córdoba,
1	VMTS13.01.093	1330168499	1	5	driver taken into custody 
1	VMTS13.01.094	1330168499	1	6	driver later released by a judge
1	VMTS13.01.095	1330168499	3	13	driver declared under oath "I tried to brake twice, but the mechanism failed"
1	VMTS13.01.096	1330168499	1	8	driver alerted several train drivers to equipment problems.
1	VMTS13.01.097	1330168499	1	15	Driver said that in recent times there had been several problems with equipment on trains
1	VMTS13.01.098	1330169041	3	9	Driver also activated the hand brake, which also failed
1	VMTS13.01.099	1330169829	1	4	51 people confirmed dead
1	VMTS13.01.100	1330172067	1	11	the dead and seriously injured were in the first two carriages
1	VMTS13.01.101	1330272858	2	18	Cordoba told investigators that at each station he advised the dispatcher by radio about problems with the brakes
1	VMTS13.01.102	1330272858	3	8	He said he was told to keep going.
1	VMTS13.01.103	1330533001	1	2	703 injured
1	VMTS13.01.104	1330637461	1	16	the crash scene and audio logs were being examined to determine the cause of the accident
1	VMTS13.01.105	1330977947	1	3	Train number 16
1	VMTS13.01.106	1330978283	1	7	missing his stopping marks at each station
10	VMTS13.16.001	1353513149	3	4	Tel Aviv bus bombing
10	VMTS13.16.002	1353513149	1	3	Nov 21, 2012
10	VMTS13.16.003	1353513149	1	2	bombing attack
10	VMTS13.16.005	1353513149	3	2	13 injuries
10	VMTS13.16.006	1353513149	2	6	reported on a bus line 142
10	VMTS13.16.007	1353513149	2	5	occured on Shaul Hamelech street
10	VMTS13.16.008	1353513149	3	4	No claims of resposibility.
10	VMTS13.16.009	1353513149	3	3	3 badly hurt
10	VMTS13.16.010	1353513149	1	3	At around noon
10	VMTS13.16.011	1353513149	2	10	occured in the heart of Tel Aviv near military hdqtrs
10	VMTS13.16.012	1353635397	2	8	occurred in an area with many office buildings
10	VMTS13.16.013	1353635397	2	7	occured in area with heavy pedestrian traffic.
10	VMTS13.16.014	1353635397	3	8	first notable bombing in Tel Aviv since 2006.
10	VMTS13.16.015	1353635397	3	6	At least 28 people were wounded,
10	VMTS13.16.016	1353635397	2	7	Hamas' television featured people praising the attack.
10	VMTS13.16.017	1353635397	2	15	Khaled Mashal, leader of Hamas, categorically rejected any connection of the bombing to his group.
10	VMTS13.16.019	1353635397	3	7	UN Secretary-General Ban Ki-moon deplored the attack,
10	VMTS13.16.020	1353635397	2	13	The White House called the bombing a terrorist attack against innocent Israeli civilians
10	VMTS13.16.021	1353635397	2	11	The Russian foreign ministry termed the bombing a "criminal terrorist act.
10	VMTS13.16.022	1353635397	1	9	21 wounded in terror attack on Tel Aviv bus
10	VMTS13.16.023	1353922407	3	16	an Israeli Arab man was arrested on charges of planting the explosive device on the bus
10	VMTS13.16.024	1353922407	2	7	Suspect was reportedly connected to Hama ..
10	VMTS13.16.025	1353922407	2	8	Suspect was reportedly connected to. the Islamic Jihad
10	VMTS13.16.026	1353922407	2	13	suspect, an Israeli Arab reportedly working with one of the.Islamic Jihad  cells.
10	VMTS13.16.027	1353959375	2	7	The Romanian Foreign Minister condemned the bombing,
10	VMTS13.16.028	1354065139	3	3	Terror suspects arrested
10	VMTS13.16.029	1354182926	2	8	govt rep refers to attack as terrorist attack
10	VMTS13.16.030	1354270922	3	11	Fears about Bus Bomb Before the Cease-Fire: Could derail peace talks
10	VMTS13.16.031	1354276060	2	7	The suspect remotely detonated the explosive device,
10	VMTS13.16.032	1354276060	2	9	suspect hid ddevice  in advance on the bus
10	VMTS13.16.033	1354276060	2	15	The explosive device contained a large quantity of metal shrapnel designed to cause maximum casualties
10	VMTS13.16.034	1354276060	3	10	The suspect later on confessed to carrying out the busattack
10	VMTS13.16.035	1354276060	2	5	suspect prepared the explosive device,
10	VMTS13.16.036	1354276060	2	7	suspect chose the target of the attack,
10	VMTS13.16.037	1354276060	2	6	suspect purchased a mobile phone 
10	VMTS13.16.038	1354276060	2	13	suspect received an Israeli citizenship . as part of a family unification process.
10	VMTS13.16.039	1353922407	1	5	Two days after the attack
2	VMTS13.02.054	1347532656	3	7	Pakistan garment factory fires 11 September 2012
2	VMTS13.02.056	1347532656	3	1	Karachi
2	VMTS13.02.057	1347532656	3	1	Lahore
2	VMTS13.02.058	1347532656	3	4	injuries 250 in Karachi
2	VMTS13.02.059	1347532656	3	3	death 298 Karachi
2	VMTS13.02.060	1347532656	3	3	25 deaths Lahore
2	VMTS13.02.061	1347532656	2	4	Pakistan's deadliest industrial disaster
2	VMTS13.02.062	1347532807	1	3	total injuries 250
2	VMTS13.02.063	1347533133	2	2	textile factory
2	VMTS13.02.064	1347533133	1	2	Baldia Town
2	VMTS13.02.065	1347533133	2	2	shoe-making factory
2	VMTS13.02.066	1347533133	1	1	Gulshan-i-Ravi
2	VMTS13.02.067	1347533405	3	3	Total killed 315
2	VMTS13.02.068	1347533838	2	2	boiler exploded
2	VMTS13.02.069	1347533838	2	3	ignited chemicals stored
2	VMTS13.02.070	1347533838	2	8	300 and 400 workers were inside the factory
2	VMTS13.02.071	1347533838	2	5	All  exit doors locked
2	VMTS13.02.073	1347534108	2	8	sparks from faulty electricity generator flew into chemicals
2	VMTS13.02.074	1347534108	2	8	garage of factory only entry and exit point
2	VMTS13.02.075	1347534404	3	7	both factory fires seemed activity of terrorists.
2	VMTS13.02.076	1347534404	3	6	Pakistani Interior Minister Rehman Malik said
2	VMTS13.02.077	1347534832	2	4	owned by Ali Enterprises
2	VMTS13.02.078	1347534832	2	7	exports to Europe and the United States
2	VMTS13.02.079	1347534832	1	6	employed between 1,200 and 1,500 workers.
2	VMTS13.02.080	1347535343	1	4	Iranian President offered condolences
2	VMTS13.02.081	1347535343	1	6	United States Ambassador  conveyed condolences
2	VMTS13.02.082	1347535445	1	7	British Foreign Office Minister expressed her grief
2	VMTS13.02.083	1347535445	3	6	many of the victims were children.
2	VMTS13.02.085	1347541012	3	4	289 killed in Karachi
2	VMTS13.02.087	1347541012	2	6	killed by smoke inhalation, burns, stampede
2	VMTS13.02.090	1347542939	1	9	local government to offer financial compensation to families affected
2	VMTS13.02.091	1347545294	1	7	city power utility would wave outstanding balances
2	VMTS13.02.092	1347546160	2	14	Chair of The Human Rights Commission of Pakistan urged government to initiate full probe
2	VMTS13.02.096	1347548174	2	3	Dr Shahid Bhaila
2	VMTS13.02.097	1347548174	1	8	did not register workers with social security institute
2	VMTS13.02.098	1347548174	1	8	Workers Welfare Fund might have compensated registered workers
2	VMTS13.02.099	1347548174	2	12	fake certificate that factory was okay obtained to fulfill developed countries demands.
2	VMTS13.02.100	1347548174	2	7	factory known for its Child laborers 
2	VMTS13.02.101	1347548174	1	7	factory owner might have fled the country
2	VMTS13.02.102	1347548174	2	4	owner prevented factory inspections
2	VMTS13.02.103	1347554481	2	6	Factory owner said he was innocent
2	VMTS13.02.107	1347554481	1	4	Punjab Government announced compensation.
2	VMTS13.02.108	1347554481	1	5	Sind government offering financial compensation
2	VMTS13.02.109	1347554481	1	4	Owners to provide compensation
2	VMTS13.02.110	1347554901	1	13	Pakistani real estate tycoon Malik Riaz Hussain to give cash to those affected
2	VMTS13.02.111	1347555292	1	10	Sindh Chief Minister Syed Qaim Ali Shah announced further compensation
2	VMTS13.02.112	1347555989	1	7	factory owner Abdul Aziz fled the country
2	VMTS13.02.113	1347556147	1	9	KESC to wave victims' outstanding balances as goodwill gesture
2	VMTS13.02.114	1347556147	1	8	Muttahida Qaumi Movement announced three days of mourning.
2	VMTS13.02.118	1347557076	1	5	Prime Minister Raja Pervaiz Ashraf
2	VMTS13.02.119	1347557076	1	12	telephoned Punjab Governor Sardar Latif Khosa and Chief Minister Mian Shahbaz Sharif
2	VMTS13.02.120	1347557076	1	6	called Sindh Governor Dr Ishratul Ebad
2	VMTS13.02.121	1347557076	1	9	inquired about the incidents and conveyed condolences and sympathies
2	VMTS13.02.122	1347557076	1	11	He governors and chief minister to extend all-out assistance and cooperation
2	VMTS13.02.123	1347557076	1	10	directed authorities to provide best medical treatment to the inquired
2	VMTS13.02.124	1347557076	1	4	President Asif Ali Zardari
2	VMTS13.02.125	1347557076	1	5	expressed concern over rising toll
2	VMTS13.02.126	1347557076	1	5	president condoled with bereaved families
2	VMTS13.02.127	1347557076	1	8	directed authorities to provide the best medical assistance
2	VMTS13.02.128	1347557076	1	10	Called for report from the governors of the two provinces
2	VMTS13.02.129	1347557176	1	7	French Ministry of Foreign Affairs expressed condolences
2	VMTS13.02.131	1347557371	1	4	Sindh Governor Ishratul Ebad
2	VMTS13.02.132	1347557371	1	4	expressed grief and sympathy
2	VMTS13.02.133	1347557371	1	12	directed the officials to utilise all available resources to control the blaze
2	VMTS13.02.134	1347557371	3	3	ordered an inquiry
2	VMTS13.02.135	1347557639	1	12	Chief Justice of Pakistan and Judges of the Supreme Court offered condolence
2	VMTS13.02.136	1347557639	1	6	Asian Human Rights Commission conveys condolences
2	VMTS13.02.137	1347560119	2	6	building's windows covered in metal bars
2	VMTS13.02.138	1347560790	2	11	Police investigating government officials who failed to enforce fire safety regulations
2	VMTS13.02.139	1347625484	2	11	Survivors told that authorities knew of labour law violations at factory
2	VMTS13.02.140	1347625484	1	12	employees never issued appointment letters or registered with any social security institute
2	VMTS13.02.141	1347631370	2	14	parliament passed a resolution asking provincial and federal authorities to fully investigate the accidents
2	VMTS13.02.142	1347634833	1	6	government oversight declined in recent years
2	VMTS13.02.143	1347639999	1	15	survivors said plant managers forced them to stay in order to save the company’s stock
2	VMTS13.02.144	1347642736	1	12	Sindh Minister for Industry and Commerce resigns in the wake of disaster
2	VMTS13.02.145	1347642838	1	2	Abdul Aziz
2	VMTS13.02.146	1347642838	1	3	Mohammad Arshad Bhaila
2	VMTS13.02.147	1347642838	2	4	case filed against management
2	VMTS13.02.148	1347705229	2	4	bail for factory owners
2	VMTS13.02.151	1347734955	1	4	China Ambassador conveys condolences
2	VMTS13.02.152	1347734955	1	9	Chinese government gives PKR 3 to families of victims
2	VMTS13.02.153	1347734955	1	7	US Consulate General in Lahore extended condolences
2	VMTS13.02.154	1347734955	1	5	Indian Prime Minister gave condolences
2	VMTS13.02.155	1347734955	1	13	Qatar Emir, Deputy Emir Heir Apparent, Prime Minister and Foreign Minister send condolences
2	VMTS13.02.156	1347734955	1	7	International Labour Organisation issued a press statement
2	VMTS13.02.157	1347830569	1	13	Pakistan Muslim League announced Rs. 3 lakhs aid to families of those killed
2	VMTS13.02.158	1348057455	2	20	The court on September 17 directed Sate Bank of Pakistan and other banks to freeze accounts of the factory owners.
2	VMTS13.02.159	1348057927	1	10	ILO will help victims’ families and the Sindh Labour Department
2	VMTS13.02.160	1348237022	1	12	August 2012, inspectors visited the factory gave it a prestigious SA8000 certification
3	VMTS13.04.052	1342789565	1	14	At least 12 people were shot in the city of Aurora near Denver,, Colorado.
3	VMTS13.04.055	1342790266	1	26	Calls about the shooting started coming in about 12:30 a.m. Friday from a Colorado mall theater that was showing the Batman movie, Dark Knight Rising 
3	VMTS13.04.056	1342790266	1	14	One person has been arrested but police did not have any other immediate details.
3	VMTS13.04.057	1342790266	1	12	Two people in critical condition were rushed to nearby Swedish Medical Center
3	VMTS13.04.058	1342790266	1	15	emergency crews told her staff to prepare for several more patients from the shooting scene.
3	VMTS13.04.059	1342791559	1	14	The gunman set off a smoke grenade in the theater before he began shooting
3	VMTS13.04.060	1342791559	1	12	The gunman is believed to have killed 14 people and injured 50.
3	VMTS13.04.061	1342791559	1	12	One suspect wearing a bulletproof vest was apprehended. shortly after the shooting
3	VMTS13.04.062	1342794517	1	6	The alleged shooter was heavily armed
3	VMTS13.04.063	1342794517	1	14	The shooter walked into the emergency exit of one the theaters of Century 16
3	VMTS13.04.065	1342794873	1	10	Uninjured witnesses were transported to Gateway High School for de-briefing.
3	VMTS13.04.066	1342795261	1	19	Injured people were treated at several hospitals including a makeshift hospital set up at the scene of the attack.
3	VMTS13.04.067	1342795457	1	13	Once apprehended the suspect told authorities that there was explosives in his residence.
3	VMTS13.04.068	1342795457	1	9	Investigators rushed to the shooter's apartment in North Aurora
3	VMTS13.04.069	1342795457	1	7	Investigators confirmed explosives were found. in apartment
3	VMTS13.04.070	1342795457	1	5	Investigators quickly evacuated the complex
3	VMTS13.04.071	1342795585	1	20	Fox News initially reported that two gunmen were involved, however police have not yet found evidence of a second perpetrator.
3	VMTS13.04.072	1342795657	1	21	Area Hospital Intakes== Children's hospital- 6 victims Denver Health- 6 victims Swedish Medical center- 3 victims University Medical center- 20 victims
3	VMTS13.04.074	1342796090	1	13	The youngest victim reported was a 6-year-old being treated at ''Children's Hospital Colorado''.
3	VMTS13.04.075	1342796219	1	13	Four people out of the fourteen dead, died at one of the hospitals.
3	VMTS13.04.076	1342796242	1	17	Ten victims were killed within the theater with a further four dying of their injuries in hospital.
3	VMTS13.04.077	1342797219	1	14	the suspect identified as a 24-year old male is believed to have acted alone
3	VMTS13.04.078	1342798347	1	15	Some bullets penetrated the wall of the cinema injuring people in the adjoining Theater Eight,
3	VMTS13.04.079	1342798827	1	12	The youngest victim reported was a 3-month-old being treated at Children's Hospital.
3	VMTS13.04.080	1342799357	1	16	Initial reports stated that there were 14 victims but this was later revised down to 12.
3	VMTS13.04.081	1342799395	1	16	President Barack Obama was notified by John O. Brennan an adviser for homeland Security and counterterrorism
3	VMTS13.04.082	1342799395	1	7	Obama called the event "horrible and tragic"
3	VMTS13.04.083	1342799395	1	26	Obama stated, "We are committed to bringing whoever was responsible to justice, ensuring the safety of our people, and caring for those who have been wounded".
3	VMTS13.04.084	1342799528	1	6	victims range from 3-month-old to 31-year-old,
3	VMTS13.04.085	1342800285	1	27	Chief Dan Oates of Aurora Police Department said in a television interview that they were treating the shooter's home as a site where explosives might be present.
3	VMTS13.04.086	1342802670	1	16	GOP nominee Mitt Romney said that he and his wife were "deeply saddened" by the shooting.
3	VMTS13.04.087	1342802980	1	17	The shooting is thought to be the worst mass shooting in the United States since the 2007
3	VMTS13.04.088	1342804047	1	10	opened fire during a 12:30 a.m. showing of the film
3	VMTS13.04.089	1342804577	1	13	The assailant is reported to have entered the theater through an emergency door
3	VMTS13.04.090	1342805215	1	22	One of the 12 people that have died is ''Jessica Redfield'' a sportswriter that was tweeting until the start of the movie.
3	VMTS13.04.091	1342806602	1	24	A motive is not known as of yet, although officials do believe he was influenced by the character Bane_(comics) in ''The Dark Knight Rises''.
3	VMTS13.04.092	1342806949	1	8	Shooter was driving a Hyundai with Tennesee plates.
3	VMTS13.04.093	1342807431	1	24	ABC spoke with a woman who claimed to be James Holmes mother, who told them she had not yet been contacted by the authorities
3	VMTS13.04.094	1342807431	1	14	The shooter's mother  expressed concern that her son was involved and said 
3	VMTS13.04.095	1342808329	1	17	some people] thought the attack was part of the movie, since it occurred during a battle scene."
3	VMTS13.04.096	1342810722	1	18	It has been reported that the 3-month-old baby has been discharged and in the care of its parents
3	VMTS13.04.098	1342812299	1	8	as a result, police evacuated five nearby buildings.
3	VMTS13.04.099	1342812890	1	39	In New York City, police commissioner Raymond Kelly said there would be heightened police presence at all theaters showing the movie in all five boroughs, "as a precaution against copycats and to raise the comfort levels among movie patrons".
3	VMTS13.04.100	1342813217	1	27	U.S. Secretary of Homeland Security Janet Napolitano said that she  had "directed the Department of Homeland Security to provide any support necessary in the ongoing investigation."
3	VMTS13.04.101	1342813710	1	1	Shooting-suspect-was-former-med-student-
3	VMTS13.04.102	1342813820	1	8	Police stated that the explosives "look[ed] very sophisticated."
3	VMTS13.04.103	1342815430	1	17	Initial reports were that 50 or 53 people were injured, but that number was updated to 38.
3	VMTS13.04.104	1342816127	1	7	His is originally from San Diego, California.
3	VMTS13.04.105	1342816837	1	17	The apartment complex is home exclusively to University of Colorado Medical Center students, patients, and staff members.
3	VMTS13.04.107	1342819386	1	17	The two US Presidential candidates' campaigns suspended political advertising in Colorado in the wake of the shootings.
3	VMTS13.04.108	1342820355	1	14	James Eagan Holmes, shooting suspect (born December 13, 1987), was taken into police custody.
3	VMTS13.04.111	1342820569	1	24	The shooter was found next to his car in the theater parking lot with a rifle and handgun, and he did not resist arres
3	VMTS13.04.112	1342820640	1	13	Holmes is a former student at the Westview High School, Class of 2006
3	VMTS13.04.113	1342821277	1	13	Holmes had apparently dyed his hair red and was calling himself "The Joker".
3	VMTS13.04.114	1342821613	1	20	Aurora Chief of Police, Daniel Oates, updated the number to 71 people were shot leaving 12 dead and 59 injured.
3	VMTS13.04.115	1342821801	1	15	Warner Bros., announced that it would cancel the Paris premiere of ''The Dark Knight Rises''.
3	VMTS13.04.116	1342821801	1	36	Warner Bros. also pulled a trailer for the September film ''Gangster Squad''  effective immediately, because of a scene within it where gangster characters tear through a theater screen and shoot randomly in a crowded theater.
3	VMTS13.04.117	1342823457	1	21	Aurora police chief Dan Oates told a press conference at noon in Aurora that Holmes used an 40 calibre Glock handgun.
3	VMTS13.04.118	1342823457	1	14	A second Glock handgun was found in Holmes's white Hyundai car behind the cinema.
3	VMTS13.04.119	1342823746	1	20	Holmes'clothing included a ballistic helmet, tactical ballistic vest, ballistic leggings, groin protector, throat protector, gas mask, and black tactical gloves.
3	VMTS13.04.126	1342824025	1	10	obtained an undergraduate degree in neuroscience from University of California
3	VMTS13.04.127	1342824045	1	5	Holmes was raised in Aurora.
3	VMTS13.04.128	1342824279	1	20	The mother is a nurse and the father is a manager at a software company. He also has a sister.
3	VMTS13.04.129	1342824851	1	7	People described him as antisocial and shy.
3	VMTS13.04.130	1342824851	1	9	Holmes even described himself as "quiet and easy going.
3	VMTS13.04.131	1342824851	1	14	Peers said he would not even respond to anyone who tried to say hello.
3	VMTS13.04.132	1342824851	1	11	One former neighboor said he "didn't seem to have many friends."
3	VMTS13.04.133	1342825007	1	29	She and her husband later released a statement saying their "hearts go out to those who involved in this tragedy and to the families and friends of those involved
3	VMTS13.04.134	1342826330	1	12	Holmes used an AR-15 rifle, 12 gauge shotgun, and two Glock handguns.
3	VMTS13.04.135	1342826899	1	12	The shooting was one of the largest mass shooting in U.S. history.
3	VMTS13.04.136	1342827728	1	11	Holmes had difficulty finding a job after obtaining his masters. 
3	VMTS13.04.137	1342827728	1	16	Holmes tried to obtain a PhD in neuroscience from the University of Colorado School of Medicine.
3	VMTS13.04.138	1342827765	1	13	The attack occurred about half an hour into ''The Dark Knight Rises'' film.
3	VMTS13.04.139	1342828336	1	20	Most of the audience did not take the gunman seriously when he first entered the movie through the exit door.
3	VMTS13.04.140	1342829025	1	11	Warner Bros. is also considering canceling scheduled screenings across North America.
3	VMTS13.04.141	1342829037	1	28	The first publicly confirmed victim was Jessica Ghawi, a 24-year-old sportwriter who used the penname Jessica Redfield. She had previously survived the Toronto Eaton Centre shooting, months earlier.
3	VMTS13.04.142	1342829507	1	20	Holmes was also described as an introvert and shy person that often kept things to himself.; a likely lone wolf
3	VMTS13.04.143	1342829507	1	9	Holmes was also heavily involved in his local church.
3	VMTS13.04.144	1342830145	1	20	Acquaintances described Holmes as a generally pleasant person and as a "really smart" student who showed no signs of violence.
3	VMTS13.04.145	1342830820	1	19	The police arrived within 90 seconds after receiving emergency calls at 12:39 a.m., and almost immediately apprehended the suspect.
3	VMTS13.04.146	1342830938	1	19	Holmes used two devices to distract the cinemagoers which "ignited some sort of irritant or smoke" in the cinema.
3	VMTS13.04.147	1342831269	1	18	Investigators believe that the shooter acted on his own and does not form part of a terrorist organization.
3	VMTS13.04.148	1342831300	1	34	Holmes apparently propped open an emergency exit at the rear of the theater as he went to his car to "gear up," so that he could easily re-enter the theater to begin his attack.
3	VMTS13.04.150	1342831601	1	39	It was confirmed that one sailor and two airmen from the United States Navy and Air Force, respectively, were at the scene of the attack. The two airmen were injured and the sailor has yet to be accounted for.
3	VMTS13.04.151	1342839432	1	17	Holmes was said to be high on Vicodin, and was one reason he was calm when arrested.
3	VMTS13.04.152	1342847809	1	26	President Obama ordered flags at government buildings flown at half staff in tribute to the victims. The president's proclamation will last until sunset of July 25th.
3	VMTS13.04.153	1342850943	1	11	Holmes bought approximately 6,000 rounds of Ammunition in last 60 Days.
3	VMTS13.04.154	1342853352	1	18	The shooting is the biggest in Colorado since the Columbine High School massacre, which took place in 1999.
3	VMTS13.04.155	1342856218	1	147	Director Christopher Nolan released a statement, "Speaking on behalf of the cast and crew of The Dark Knight Rises, I would like to express our profound sorrow at the senseless tragedy that has befallen the entire Aurora community. I would not presume to know anything about the victims of the shooting but that they were there last night to watch a movie. I believe movies are one of the great American art forms and the shared experience of watching a story unfold on screen is an important and joyful pastime. The movie theatre is my home, and the idea that someone would violate that innocent and hopeful place in such an unbearably savage way is devastating to me. Nothing any of us can say could ever adequately express our feelings for the innocent victims of this appalling crime, but our thoughts are with them and their families."
3	VMTS13.04.156	1342856414	1	27	A California woman who identified herself as the mother of Holmes told ABC News her son was likely the alleged culprit, saying, "You have the right person."
3	VMTS13.04.157	1342862370	1	7	The second confirmed victim was Alex Sullivan.
3	VMTS13.04.158	1342865743	1	180	AMC Theatres released the following statement: "AMC Theatres is deeply saddened by the Aurora tragedy. Movie going is part of our social fabric and this senseless act shakes us to our core. We’re reinforcing our security procedures with our theatre teams, which we cannot discuss in detail for obvious, safety reasons. Local law enforcement agencies, our landlords and their and our local security teams are stepping up nationwide to ensure we provide the safest environment possible for our guests. We couldn’t be more grateful for their collective support. At this time, our show schedules circuit-wide will not change. We will not allow any guests into our theatres in costumes that make other guests feel uncomfortable and we will not permit face-covering masks or fake weapons inside our buildings. If guests wish to exchange or refund any tickets, we will honor our existing policy and do as our guests wish. We are taking necessary precautions to ensure our guests who wish to enjoy a movie this weekend can do so with as much peace of mind as possible in these circumstances."
3	VMTS13.04.159	1342872902	1	30	A candlelight vigil was held at 7 p.m. and was hosted by local clergy members and Rhonda Fields, a Colorado state representative. It drew about 50 members of the clergy.
3	VMTS13.04.160	1342880580	1	17	The Department of Defense said one sailor known to have been at the theater is unaccounted for.
3	VMTS13.04.161	1342886605	1	6	Holmes had no prior criminal record.
3	VMTS13.04.162	1342899407	1	41	On Saturday July 21, 2012, officials detonated what seemed to be trip wires with bomb defusing items using a fire department hook and ladder truck.  The door to the apartment was rigged to explode if someone tried to enter. 
3	VMTS13.04.163	1342905153	1	19	James Eagan Holmes's alleged profile on Adult FriendFinder, notable because it appears to imply that the killings were premeditated.
3	VMTS13.04.164	1342910793	1	15	The weapons and ammunition used in the attack had been legally purchased by the shooter.
3	VMTS13.04.165	1342913010	1	36	The victims include: Veronica Moser (6), Matt McQuinn (27), Alex Sullivan (27), Micayla Medek (23), John Larimer (27), Jessica Ghawi (24), Jesse Childress (29), Jon Blunk (26), Rebecca Wingo (32), AJ Boik (18), Alex Teves (24)
3	VMTS13.04.166	1342914498	1	42	Holmes' father, Robert Milton Holmes, is a manager for a software company and his mother, Arlene Rosemary Holmes, is a nurse. Holmes' family belongs to a Presbyterian church. Holmes has a younger sister, a guitarist and student at San Diego State University.
3	VMTS13.04.167	1342917883	1	27	Roger Ebert wrote "I'm not sure there is an easy link between movies and gun violence. I think the link is between the violence and the publicity."
3	VMTS13.04.168	1342920395	1	50	As it so happened, at 12:00am, loud "Techno-music" started coming from Holmes' apartment. Kaitlyn Fonzi, a resident in the apartment directly underneath, went up stairs to tell him to turn it down. When she got to the door, she felt it was unlocked, but felt she should not go in.
3	VMTS13.04.169	1342929330	3	24	Holmes will be arranged on Monday July 23, 2012 and face a minimum of 71 counts, which have been filed against him so far.
3	VMTS13.04.170	1342929854	1	28	Holmes was a counselor for Jewish Big Brothers Big Sisters of Los Angeles in the summer of 2008 at a residential camp for underprivileged children near Glendale, Calif.
3	VMTS13.04.171	1342930489	2	8	Holmes is on suicide watch in solitary confinement.
3	VMTS13.04.172	1342934664	3	27	President Obama will travel to Aurora, CO Sunday July 22, 2012 to visit with victims and families of the shooting as well as state and local officials.
3	VMTS13.04.173	1342965002	2	13	Many police departments and theaters across the country increased security after the attack.
3	VMTS13.04.174	1343007021	1	14	Batman actor Christian Bale released a statement of condolence after the tragedy became known.
3	VMTS13.04.175	1343019108	1	22	Among foreigner victims, three Indonesians are injured. They are Anggiat M. Situmeang, 45, Rita Paulina Silalahi, 45, and their son Prodeo Situmeang.
3	VMTS13.04.176	1343019251	2	13	President Barack Obama gave a speech on July 22, 2012 after the shooting.
3	VMTS13.04.177	1343026485	2	17	Sales at some Colorado gun stores were reported to be increased in the aftermath of the shooting.
3	VMTS13.04.178	1343027977	2	32	It was discoved Holmes, less than a month before the shooting, applied for membership at a private gun range. The club’s owner whose calls to Holmes’ apartment reached a Batman-inspired voicemail message.
3	VMTS13.04.179	1343033317	1	33	ABC News released video of Holmes recorded six years ago when he was 18. He was addressing other students at a science camp at Miramar College in San diego talking about temporal illusions.
3	VMTS13.04.180	1343035376	1	22	Police have finished collecting evidence from the apartment, but residents are still not allowed back into the building because of chemical hazards.
3	VMTS13.04.181	1343036013	1	15	The Colorado Rockies wore a 7-20 patch in honor of the victims in the shooting.
